"Nr.","Typ","Phase","Baustatus","Bohrung","Passstück","Montage-Status","Abgelehnt","Module","Höhe (Soll)","Betriebs-ID","SP Status","Stapel","Pos","Stack bestellt","Stack geliefert","Vormontiert am","Primärkonstruktion montiert","Modulträger montiert","Kranstandorte nach Jahr","Bestellfristen","Birkhuhn","Planungszonen ILF","Bauphasen_STRABAG_260410"
"2013","B","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2030.56","C4-13-5","2","","","—","—","—","—","—","26_4.4 · 26_4.5","26_4.4 || 2026-08-17","Schlussbauzone (#2)","PZ2 (#3)","26_4.4"
"2014","B","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","8","2026.88","","2","","","—","—","—","—","—","26_5.3 · 26_5.4 · 27_BP_D_3 · 27_BP_C_5 · 27_BP_C_4","26_5.4 || ","Schongebiet (#1)","PZ2 (#3)","26_5.4"
"2015","C","26n-B09T08-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2013.89","","2","","","—","—","—","—","—","26_5.4 · 26_5.5 · 27_BP_C_5 · 27_BP_C_4","26_5.4 || ","Schongebiet (#1)","PZ2 (#3)","26_5.4"
"2018","E","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1983.56","A5.2-6-2","2","36","3","—","—","—","—","—","26_1.1 · 26_2.2 · 27_7.6 · 27_7.5 · 26_2.1","26_2.1 || 2026-05-28","","PZ1 (#2)","26_2.1"
"2019","B_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1983.42","A5.2-6-1","2","36","4","—","—","—","—","—","26_1.1 · 27_7.5 · 26_2.1","26_2.1 || 2026-05-28","","PZ1 (#2)","26_2.1"
"202","C","26v-B04T03-B5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2033.90","C5-20-1","2","","","—","—","—","—","—","26_4.3 · 26_4.4 · 26_4.5","26_4.5 || 2026-09-10","","PZ2 (#3)","26_4.5"
"203","C","26v-B04T03-B5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2034.92","C5-20-2","2","","","—","—","—","—","—","26_4.3 · 26_4.5","26_4.5 || 2026-09-10","","PZ2 (#3)","26_4.5"
"204","E","26v-B04T03-B5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2032.83","C5-19-1","2","","","—","—","—","—","—","26_4.3 · 26_4.4 · 26_4.5","26_4.3 || 2026-08-06","","PZ2 (#3)","26_4.3"
"205","D","26v-B04T03-B5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2034.17","C5-19-2","2","","","—","—","—","—","—","26_4.3","26_4.3 || 2026-08-06","","PZ2 (#3)","26_4.3"
"2059","D","26v-B04T03-B5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2012.47","B5.3-5-1","2","","","—","—","—","—","—","26_4.2","26_4.2 || 2026-07-06","","PZ2 (#3)","26_4.2"
"206","C","26v-B04T03-B5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2032.86","C5-18-2","2","","","—","—","—","—","—","26_4.3","26_4.3 || 2026-08-06","","PZ2 (#3)","26_4.3"
"2060","D","26v-B04T03-B5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2007.45","B5.3-2-1","2","","","—","—","—","—","—","26_4.2 · 26_BP_B_2","26_4.2 || 2026-07-06","","PZ2 (#3)","26_4.2"
"2061","D_2025","1","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","2002.28","","2","8","3","12.8.2025","16.9.2025","—","16.9.2025","16.9.2025","26_4.2 · 26_BP_B_1 · 26_BP_B_2","","","PZ25 (#11)",""
"2062","D_2025","1","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","2005.52","","2","10","10","25.8.2025","23.9.2025","—","16.9.2025","23.9.2025","26_4.2 · 26_BP_B_2","","","PZ25 (#11)",""
"2063","D_2025","1","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","2000.01","","2","8","4","12.8.2025","16.9.2025","—","16.9.2025","16.9.2025","26_BP_B_1 · 26_BP_B_2","","","PZ25 (#11)",""
"2064","D_2025","1","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1998.47","","2","8","5","12.8.2025","16.9.2025","—","16.9.2025","16.9.2025","26_BP_B_1 · 26_BP_B_2","","","PZ25 (#11)",""
"2065","B_KF2025","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1995.37","B1-10-4","2","","","—","—","—","—","—","26_6.1/BP_B_10 · 26_BP_B_9 · 26_BP_B_8","26_BP_B_10 || 2026-09-17","Schongebiet (#1)","PZ1 (#1)","26_BP_B_10"
"2066","B_KF2025","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1995.53","B1-10-5","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_6.1/BP_B_10 · 26_3.1/1.4 · 26_BP_B_9 · 26_BP_B_8","26_BP_B_9 || 2026-09-02","Schongebiet (#1)","PZ1 (#1)","26_BP_B_9"
"2067","E_KF2025","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1994.95","B1-10-3","2","","","—","—","—","—","—","26_6.1/BP_B_10 · 26_BP_B_9","26_BP_B_10 || 2026-09-17","Schongebiet (#1)","PZ1 (#1)","26_BP_B_10"
"2068","D_2025","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1994.58","B1-10-2","2","","","—","—","—","—","—","26_6.1/BP_B_10","26_BP_B_10 || 2026-09-17","Schongebiet (#1)","PZ1 (#1)","26_BP_B_10"
"2069","D_2025","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1996.63","B1-11-3","2","","","—","—","—","—","—","26_6.1/BP_B_10","26_BP_B_10 || 2026-09-17","Schongebiet (#1)","PZ1 (#1)","26_BP_B_10"
"2070","B_KF2025","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1997.20","B1-11-5","2","","","—","—","—","—","—","26_6.1/BP_B_10 · 26_BP_B_9 · 26_BP_B_8","26_BP_B_10 || 2026-09-17","Schongebiet (#1)","PZ1 (#1)","26_BP_B_10"
"2071","C","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1996.41","B1-11-2","2","","","—","—","—","—","—","26_6.1/BP_B_10 · 27_8.2","26_BP_B_10 || 2026-09-17","Schongebiet (#1)","PZ1 (#1)","26_BP_B_10"
"2072","D_2025","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1996.19","B1-11-1","2","","","—","—","—","—","—","26_6.1/BP_B_10 · 27_8.2","26_BP_B_10 || 2026-09-17","Schongebiet (#1)","PZ1 (#1)","26_BP_B_10"
"2073","B_KF2025","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1997.06","B1114","2","","","—","—","—","—","—","26_6.1/BP_B_10 · 26_BP_B_9","26_BP_B_10 || 2026-09-17","Schongebiet (#1)","PZ1 (#1)","26_BP_B_10"
"2074","E","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1997.67","B1-12-2","2","","","—","—","—","—","—","26_6.1/BP_B_10 · 27_8.2","26_6.1 || ","Schongebiet (#1)","PZ1 (#1)","26_6.1"
"2075","E","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1997.90","B1-12-3","2","","","—","—","—","—","—","26_6.1/BP_B_10","26_6.1 || ","Schongebiet (#1)","PZ1 (#1)","26_6.1"
"2076","E","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1997.23","B1-12-1","2","","","—","—","—","—","—","26_6.1/BP_B_10 · 27_8.2","26_6.1 || ","Schongebiet (#1)","PZ1 (#1)","26_6.1"
"2077","E","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1999.21","B1-13-3","2","","","—","—","—","—","—","26_6.1/BP_B_10","26_6.1 || ","Schongebiet (#1)","PZ1 (#1)","26_6.1"
"2079","E","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","8","2000.87","B1-13-4","2","","","—","—","—","—","—","26_6.1/BP_B_10 · 26_BP_B_9","26_6.1 || ","Schongebiet (#1)","PZ1 (#1)","26_6.1"
"208","C","26v-B04T03-B5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2031.33","C5-16-1","2","","","—","—","—","—","—","26_4.3","26_4.3 || 2026-08-06","","PZ2 (#3)","26_4.3"
"2080","E","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1998.60","B1-13-1","2","","","—","—","—","—","—","26_6.1/BP_B_10 · 27_8.2","26_6.1 || ","Schongebiet (#1)","PZ1 (#1)","26_6.1"
"2081","B_KF2025","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","8","1994.65","B1-10-1","2","","","—","—","—","—","—","26_6.1/BP_B_10 · 27_8.2","26_BP_B_10 || 2026-09-17","Schongebiet (#1)","PZ1 (#1)","26_BP_B_10"
"2082","C","26b-B03T09-TG","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1986.20","TG.N-6-3","2","","","—","—","—","—","—","26_6.1/BP_B_10 · 26_BP_B_9","26_6.1 || ","Schlussbauzone (#3)","PZ1 (#1)","26_6.1"
"2083","B_KF2025","26v-B02T02-TG","Gebohrt","Gebohrt","Nicht berechnet","Nicht begonnen","","10","1986.52","TG.S-12-1","2","","","—","—","—","—","—","26_6.1/BP_B_10 · 26_3.1/1.4 · 26_BP_B_9","26_3.1 || 2026-06-12","","PZ1 (#1)","26_3.1"
"2094","B_KF2025","26v-B02T02-TG","Abgesteckt","Abgesteckt","Nicht berechnet","Nicht begonnen","","10","1983.09","TG.S-9-2","2","39","10","—","—","—","—","—","26_3.1/1.4 · 26_BP_B_9","26_3.1 || 2026-06-12","","PZ1 (#1)","26_3.1"
"2095","D_2025","26v-B02T02-TG","Abgesteckt","Abgesteckt","Nicht berechnet","Nicht begonnen","","10","1982.88","TG.S-9-1","2","39","8","—","—","—","—","—","26_3.1/1.4 · 26_BP_B_9","26_3.1 || 2026-06-12","","PZ1 (#1)","26_3.1"
"2097","B_KF2025","26v-B02T02-TG","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1981.79","TG.S-8-3","2","","","—","—","—","—","—","26_3.1/1.4 · 26_BP_B_9","26_3.1 || 2026-06-12","","PZ1 (#1)","26_3.1"
"2098","D","26b-B03T09-TG","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1989.73","TG.N-8-1","2","","","—","—","—","—","—","26_6.1/BP_B_10","26_6.1 || ","Schlussbauzone (#3)","PZ1 (#1)","26_6.1"
"2101","B_KF2025","26v-B02T02-TG","Abgesteckt","Abgesteckt","Nicht berechnet","Nicht begonnen","","10","1981.60","TG.S-8-2","2","39","9","—","—","—","—","—","26_3.1/1.4 · 26_BP_B_9 · 28_11.2","26_3.1 || 2026-06-12","","PZ1 (#1)","26_3.1"
"2102","D_2025","26v-B02T02-TG","Gebohrt","Gebohrt","Nicht berechnet","Nicht begonnen","","10","1980.51","TG.S-3-1","2","39","2","—","—","—","—","—","26_3.1/1.4 · 26_3.2 · 27_7.2 · 27_7.1","26_3.1 || 2026-06-12","","PZ1 (#1)","26_3.1"
"2103","E_KF2025","26v-B02T02-TG","Gebohrt","Gebohrt","Nicht berechnet","Nicht begonnen","","10","1980.46","TG.S-4-1","2","39","3","—","—","—","—","—","26_3.1/1.4 · 26_3.2 · 27_7.1 · 28_11.2","26_3.1 || 2026-06-12","","PZ1 (#1)","26_3.1"
"2104","C","26v-B02T02-TG","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1983.69","TG.S-10-1","2","","","—","—","—","—","—","26_6.1/BP_B_10 · 26_3.1/1.4 · 26_BP_B_9","26_3.1 || 2026-06-12","","PZ1 (#1)","26_3.1"
"2105","D_2025","26v-B02T02-TG","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1985.42","TG.S-11-1","2","","","—","—","—","—","—","26_6.1/BP_B_10 · 26_3.1/1.4 · 26_BP_B_9","26_3.1 || 2026-06-12","","PZ1 (#1)","26_3.1"
"2106","B_KF2025","26v-B02T02-TG","Gebohrt","Gebohrt","Nicht berechnet","Nicht begonnen","","10","1983.86","TG.S-10-2","2","","","—","—","—","—","—","26_3.1/1.4 · 26_BP_B_9","26_3.1 || 2026-06-12","","PZ1 (#1)","26_3.1"
"2108","B_KF2025","26b-B03T09-TG","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1976.70","TG.N-1-4","2","","","—","—","—","—","—","26_6.2 · 28_11.1","26_6.2 || ","Schlussbauzone (#3)","PZ1 (#1)","26_6.2"
"2110","B_KF2025","26b-B03T09-TG","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1978.19","TG.N-2-4","2","","","—","—","—","—","—","26_6.1/BP_B_10 · 26_6.2","26_6.2 || ","Schlussbauzone (#3)","PZ1 (#1)","26_6.2"
"2111","E_KF2025","26v-B02T02-TG","Gebohrt","Gebohrt","Nicht berechnet","Nicht begonnen","","10","1979.72","TG.S-8-1","2","39","7","—","—","—","—","—","26_3.1/1.4 · 26_BP_B_9 · 28_11.2 · 28_11.1","26_3.1 || 2026-06-12","","PZ1 (#1)","26_3.1"
"2113","D","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","8","2026.94","C2-15-1","2","","","—","—","—","—","—","26_5.4 · 27_BP_D_3 · 27_BP_C_5 · 27_BP_C_4","26_5.4 || ","Schongebiet (#1)","PZ2 (#3)","26_5.4"
"2117","B_KF2025","26v-B02T02-TG","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1981.38","TG.S-8-4","2","","","—","—","—","—","—","26_3.1/1.4 · 26_BP_B_9 · 27_7.2","26_3.1 || 2026-06-12","","PZ1 (#1)","26_3.1"
"2118","A_2025","3","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1980.68","","2","6","10","25.7.2025","9.9.2025","—","16.9.2025","16.9.2025","26_1.3/BP_B_6 · 27_7.3","","","PZ25 (#12)",""
"2122","B_KF2025","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1993.19","B1-8-4","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_BP_B_7 · 26_BP_B_8","26_BP_B_8 || 2026-08-18","","PZ1 (#1)","26_BP_B_8"
"2126","B_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1998.10","","2","23","7","8.10.2025","20.10.2025","—","9.10.2025","20.10.2025","26_1.1 · 26_1.2 · 26_BP_B_4","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"2127","B_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1997.96","","2","23","8","8.10.2025","20.10.2025","—","9.10.2025","20.10.2025","26_1.2 · 26_BP_B_4 · 26_BP_B_5","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"2128","B_2025","2025","Passstück bestellt","Abgesteckt","Bei Mauchle bestellt","Nicht begonnen","","10","1995.41","B3-9-3","2","","","—","—","—","—","—","26_1.2 · 26_BP_B_4 · 26_BP_B_5","26_BP_B_5 || 2026-07-02","","PZ25 (#12)","26_BP_B_5"
"2129","B_2025","2025","Passstück bestellt","Abgesteckt","Bei Mauchle bestellt","Nicht begonnen","","10","1995.69","B3-9-4","2","","","—","—","—","—","—","26_1.2 · 26_BP_B_4 · 26_BP_B_5","26_BP_B_5 || 2026-07-02","","PZ25 (#12)","26_BP_B_5"
"2130","B_2025","2025","Passstück bestellt","Abgesteckt","Bei Mauchle bestellt","Nicht begonnen","","10","1995.84","B3-9-5","2","","","—","—","—","—","—","26_1.2 · 26_BP_B_4 · 26_BP_B_5","26_BP_B_5 || 2026-07-02","","PZ25 (#12)","26_BP_B_5"
"2131","B_2025","2025","Passstück bestellt","Abgesteckt","Bei Mauchle bestellt","Nicht begonnen","","10","1993.87","B3-8-4","2","","","—","—","—","—","—","26_1.2 · 26_BP_B_4 · 26_BP_B_5","26_BP_B_5 || 2026-07-02","","PZ25 (#12)","26_BP_B_5"
"2132","B_2025","2025","Passstück bestellt","Abgesteckt","Bei Mauchle bestellt","Nicht begonnen","","10","1994.14","B3-8-5","2","","","—","—","—","—","—","26_1.2 · 26_BP_B_4 · 26_BP_B_5","26_BP_B_5 || 2026-07-02","","PZ25 (#12)","26_BP_B_5"
"2133","B_2025","2025","Passstück bestellt","Abgesteckt","Bei Mauchle bestellt","Nicht begonnen","","10","1994.26","B3-8-6","2","","","—","—","—","—","—","26_1.2 · 26_BP_B_4 · 26_BP_B_5","26_BP_B_5 || 2026-07-02","","PZ25 (#12)","26_BP_B_5"
"2134","B_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1999.51","","2","23","9","8.10.2025","20.10.2025","—","9.10.2025","20.10.2025","26_1.2 · 26_BP_B_4","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"2135","B_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1998.94","","2","23","10","8.10.2025","20.10.2025","—","9.10.2025","20.10.2025","26_1.2 · 26_BP_B_4","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"2136","B","26v-B04T03-B5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2015.73","B5.3-7-1","2","","","—","—","—","—","—","26_4.4 · 26_5.1 · 26_4.2 · 27_BP_C_1","26_4.4 || 2026-08-17","","PZ2 (#3)","26_4.4"
"2137","D","26v-B04T03-B5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2017.27","B5.3-8-1","2","","","—","—","—","—","—","26_4.4 · 26_5.1 · 26_4.2 · 27_BP_C_1","26_4.4 || 2026-08-17","","PZ2 (#3)","26_4.4"
"2139","B_2025","2","Primärkonstruktion montiert","Injiziert","Montiert","Primärkonstruktion montiert","","10","1997.98","","2","28","6","30.9.2025","20.4.2026","—","14.10.2025","—","26_1.1 · 26_BP_B_2","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"2141","E","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1979.13","A5.2-4-8","2","","","—","—","—","—","—","26_2.2 · 26_BP_B_2 · 27_7.6","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"2151","E_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1983.36","B3-2-2","2","33","9","30.4.2026","11.5.2026","—","—","—","26_1.2 · 26_BP_B_4 · 26_BP_B_5","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"2152","B_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1983.44","B3-2-3","2","33","3","30.4.2026","11.5.2026","—","—","—","26_1.2 · 26_BP_B_4 · 26_2.1","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"2154","D","26v-B04T03-B5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2014.40","B5.3-6-2","2","","","—","—","—","—","—","26_4.4 · 26_4.1 · 26_4.2","26_4.2 || 2026-07-06","","PZ2 (#3)","26_4.2"
"2155","C","27b-B08T05-C3-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2017.85","C4-6-2","2","","","—","—","—","—","—","26_5.1 · 26_5.2 · 27_BP_C_3 · 27_BP_C_2 · 27_BP_C_1","27_BP_C_3 || ","Schlussbauzone (#2)","PZ2 (#3)","27_BP_C_3"
"2156","B","27b-B08T05-C3-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2020.22","C4-7-5","2","","","—","—","—","—","—","26_4.4 · 26_5.1 · 26_4.2 · 27_BP_C_1","27_BP_C_1 || ","Schlussbauzone (#2)","PZ2 (#3)","27_BP_C_1"
"2157","B_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1981.65","B3-1-3","2","33","2","30.4.2026","11.5.2026","—","—","—","26_1.2 · 26_BP_B_4 · 27_7.5 · 26_2.1","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"2158","B_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1981.83","B3-1-4","2","32","6","30.4.2026","9.5.2026","—","—","—","26_BP_B_4 · 27_7.5 · 26_2.1","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"2159","B_2025","","Passstück geliefert","Injiziert","Geliefert","Nicht begonnen","","10","1999.64","B4-10-5","2","28","5","30.9.2025","20.4.2026","—","—","—","26_1.1 · 26_BP_B_2","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"2161","B_KF2025","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1991.83","B1-7-5","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_BP_B_7 · 26_BP_B_8","26_1.5 || 2026-06-25","","PZ1 (#1)","26_1.5"
"2162","B_2025","2025","Passstück freigegeben","Abgesteckt","Freigegeben","Nicht begonnen","","10","1993.48","B2-7-2","2","","","—","—","—","—","—","26_1.3/BP_B_6 · 26_1.5/1.6/BP_B_7 · 26_BP_B_7 · 26_BP_B_8","26_BP_B_8 || 2026-08-18","","PZ25 (#12)","26_BP_B_8"
"2163","B_2025","","Passstück freigegeben","Abgesteckt","Freigegeben","Nicht begonnen","","10","1993.34","B2-7-1","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_BP_B_7 · 26_BP_B_8","26_BP_B_8 || 2026-08-18","","PZ25 (#12)","26_BP_B_8"
"2164","B_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1989.82","B2-5-1","2","27","1","12.10.2025","2.1.2026","—","—","—","26_1.3/BP_B_6 · 26_1.5/1.6/BP_B_7 · 26_BP_B_7 · 26_BP_B_8","26_1.3 || 2026-05-18","","PZ25 (#12)","26_1.3"
"2165","B_KF2025","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1990.23","B1-5-4","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_BP_B_7 · 26_BP_B_8","26_1.5 || 2026-06-25","","PZ1 (#1)","26_1.5"
"2166","B_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1990.07","B2-5-2","2","27","2","12.10.2025","2.1.2026","—","—","—","26_1.3/BP_B_6 · 26_1.5/1.6/BP_B_7 · 26_BP_B_7","26_1.3 || 2026-05-18","","PZ25 (#12)","26_1.3"
"2167","B_2025","2","Primärkonstruktion montiert","Injiziert","Montiert","Primärkonstruktion montiert","","10","1990.68","","2","27","3","12.10.2025","2.1.2026","—","16.10.2025","—","26_1.3/BP_B_6 · 26_BP_B_7","26_1.3 || 2026-05-18","","PZ25 (#12)","26_1.3"
"2168","B_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1990.14","B2-5-4","2","26","2","1.12.2025","1.1.2026","—","—","—","26_1.3/BP_B_6 · 26_BP_B_7","26_1.3 || 2026-05-18","","PZ25 (#12)","26_1.3"
"2169","B_2025","2025","Passstück freigegeben","Abgesteckt","Freigegeben","Nicht begonnen","","10","1992.07","B2-6-2","2","26","3","1.12.2025","1.1.2026","—","—","—","26_1.3/BP_B_6 · 26_1.5/1.6/BP_B_7 · 26_BP_B_7","26_BP_B_7 || 2026-08-03","","PZ25 (#12)","26_BP_B_7"
"2170","B_2025","2025","Passstück freigegeben","Abgesteckt","Freigegeben","Nicht begonnen","","10","1992.20","B2-6-3","2","","","—","—","—","—","—","26_1.3/BP_B_6 · 26_BP_B_7","26_BP_B_7 || 2026-08-03","","PZ25 (#12)","26_BP_B_7"
"2171","B_2025","2025","Passstück freigegeben","Abgesteckt","Freigegeben","Nicht begonnen","","10","1992.27","B2-6-4","2","","","—","—","—","—","—","26_1.3/BP_B_6 · 26_BP_B_7","26_BP_B_7 || 2026-08-03","","PZ25 (#12)","26_BP_B_7"
